ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
28,Mississippi,MS,28035,Forrest County,28035,"Forrest County, Mississippi",466.0416712,77917,0,33542,46,29351,516,25805,1783,2857,448,8619,750,4951,680,8813,970,10594,97,17491,42,15558,983,2731,521,412,190,33595,123,3944,568,3698,540,648,275,2345,380,4014,67,34.9,2.4,7.4,1.1,29.4,2.5,10.5,1.4,11.4,1.3,13.6,0.1,22.4,0.1,20.2,1.3,9.3,1.8,0.6,0.3,43.1,0.2,11.7,1.7,11,1.6,2.2,0.9,8,1.3,5.2,0.1,0.8972,0.8797,0.9249,0.5002,0.7165,3.9185,0.923,0.0811,0.5616,0.8218,0.923,0.4349,2.8224,0.7346,0.8101,0.8101,0.8101,0.8991,0.5367,0.6083,0.8206,0.8266,3.6913,0.9758,11.2423,0.9497,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,94640,5247,603,28101,489,2503,0,668,131,67,48,165,180,2074,495,17,19,17.9,2,36.1,0.6,3.2,0,0.9,0.2,0.1,0.1,0.2,0.2,2.7,0.6,0,0.1
28,Mississippi,MS,28037,Franklin County,28037,"Franklin County, Mississippi",563.9632925,7690,0,4287,18,2974,167,2875,461,69,53,501,132,824,187,831,207,1588,0,1774,0,1839,259,340,127,0,80,2881,26,7,23,984,213,52,47,99,58,92,14,37.9,6.1,2.6,2,16.8,4.3,15.7,3.5,10.9,2.7,20.7,0,23.1,0,24.2,3.4,11.4,4.2,0,1.1,37.5,0.3,0.2,0.5,23,5,1.8,1.6,3.3,1.9,1.2,0.2,0.9392,0.1225,0.1394,0.7891,0.6822,2.6724,0.5568,0.636,0.6564,0.9507,0.9714,0,3.2145,0.915,0.7537,0.7537,0.7537,0.0414,0.8616,0.4712,0.1537,0.2119,1.7398,0.1597,8.3804,0.5787,1,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,6562,511,150,2749,78,2,4,0,20,9,14,0,20,103,79,18,26,17.2,4.9,35.7,1,0,0.1,0,0.6,0.1,0.2,0,0.6,1.3,1,0.2,0.3
28,Mississippi,MS,28039,George County,28039,"George County, Mississippi",478.695787,24547,0,10256,23,8978,279,7800,1002,974,336,1914,352,2258,453,3255,526,3719,128,6478,26,4860,597,502,181,117,165,3352,109,133,105,1958,333,267,169,546,193,654,50,32.7,4.2,10.4,3.6,21.3,3.9,14,2.8,13.6,2.2,15.2,0.5,26.4,0.1,20.4,2.5,5.6,2,0.5,0.7,13.7,0.4,1.3,1,19.1,3.2,3,1.9,6.1,2.1,2.7,0.2,0.8514,0.9695,0.4788,0.7092,0.8164,3.8253,0.9045,0.1518,0.924,0.8317,0.5304,0.377,2.8149,0.728,0.3961,0.3961,0.3961,0.2316,0.7852,0.7677,0.6083,0.6195,3.0123,0.7591,10.0486,0.8384,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,21405,2084,343,1888,153,788,0,159,125,58,46,0,26,459,160,0,26,23.2,3.7,7.7,0.6,3.2,0,0.6,0.5,0.2,0.2,0,0.2,1.9,0.7,0,0.2
28,Mississippi,MS,28041,Greene County,28041,"Greene County, Mississippi",712.738075,13672,0,5124,85,3910,254,2758,455,466,228,761,222,1892,263,1397,338,1993,101,2550,28,2432,382,220,120,19,85,3985,69,62,43,1569,236,65,58,280,132,3750,209,27.8,4.5,12.6,5.4,19.5,5.5,18.9,2.6,14.1,3.4,14.6,0.7,18.7,0.2,24.5,3.9,5.6,3,0.1,0.7,29.1,0.5,1.2,0.8,30.6,4.6,1.7,1.5,7.2,3.3,27.4,1.5,0.7073,0.9876,0.3207,0.8928,0.8393,3.7477,0.888,0.1238,0.1549,0.9574,0.5304,0.0856,1.8521,0.1308,0.6538,0.6538,0.6538,0.2141,0.95,0.4311,0.7461,0.9943,3.3356,0.8969,9.5892,0.7776,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,4,11301,1233,267,3478,125,178,0,1,2,96,70,0,22,232,118,0,22,31.5,6.9,25.4,0.9,1.3,0,0,0.1,0.7,0.5,0,0.3,1.7,0.9,0,0.3
28,Mississippi,MS,28043,Grenada County,28043,"Grenada County, Mississippi",422.1218818,21474,0,10408,16,8434,338,7335,1108,388,145,2494,463,2629,422,2710,529,3906,0,5134,0,4223,529,622,203,0,104,10395,409,379,241,1443,342,175,117,578,199,276,14,34.9,5.3,4.1,1.5,29.6,5.4,18,2.9,12.8,2.5,18.2,0,23.9,0,19.9,2.5,7.4,2.4,0,0.5,48.4,1.9,3.6,2.3,13.9,3.3,2.1,1.4,6.9,2.4,1.3,0.1,0.8972,0.3668,0.9294,0.8638,0.7878,3.845,0.9093,0.3793,0.7639,0.805,0.7935,0,2.7417,0.6885,0.8616,0.8616,0.8616,0.5641,0.6414,0.5759,0.7073,0.252,2.7407,0.6306,10.189,0.8492,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24942,2010,303,9633,163,93,106,21,35,12,23,0,26,486,309,150,188,23.8,3.7,44.9,0.8,0.4,0.5,0.1,0.2,0.1,0.1,0,0.2,2.3,1.4,0.7,0.9
28,Mississippi,MS,28045,Hancock County,28045,"Hancock County, Mississippi",473.963841,46010,0,22895,33,19386,578,11054,1380,1374,369,3929,591,3241,560,4688,752,9866,166,8952,45,8400,785,1219,327,62,112,7220,58,1047,297,2535,492,483,168,732,235,266,28,24.3,3,6.2,1.7,20.3,3,9.6,1.7,10.3,1.6,21.4,0.4,19.5,0.1,18.4,1.7,6.3,1.7,0.1,0.3,15.7,0.1,4.6,1.3,11.1,2.1,2.5,0.9,3.8,1.2,0.6,0.1,0.5603,0.7671,0.3917,0.4276,0.6395,2.7862,0.5959,0.693,0.2167,0.7191,0.6538,0.0856,2.3682,0.4343,0.4445,0.4445,0.4445,0.6535,0.5409,0.685,0.2208,0.0538,2.154,0.3236,7.7529,0.4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41506,2990,560,3152,430,1798,0,221,132,295,149,0,30,1475,444,279,233,15.4,2.8,6.9,0.9,3.9,0,0.5,0.3,0.6,0.3,0,0.1,3.2,1,0.6,0.5
28,Mississippi,MS,28047,Harrison County,28047,"Harrison County, Mississippi",573.6350765,208748,0,92309,97,80191,859,55995,2693,8055,960,23911,1474,15272,975,28467,1546,33056,52,49470,47,37297,1922,7773,724,2249,443,78423,315,10673,885,7079,747,1853,427,4710,619,4252,164,27.5,1.3,8.4,1,29.8,1.8,10.9,0.7,14.1,0.8,15.8,0.1,23.7,0.1,18.5,1,9.7,0.9,1.1,0.2,37.6,0.2,11.6,1,7.7,0.8,2.3,0.5,5.9,0.8,2,0.1,0.699,0.9243,0.9329,0.5304,0.8393,3.9259,0.9246,0.1861,0.7375,0.7251,0.9357,0.6131,3.1975,0.9093,0.756,0.756,0.756,0.8963,0.3917,0.636,0.5829,0.4916,2.9985,0.7525,10.8779,0.9182,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,216329,11201,866,51423,1016,11663,0,4871,410,310,121,63,58,9503,1088,590,359,14,1.1,24.6,0.5,5.6,0,2.3,0.2,0.1,0.1,0,0.1,4.6,0.5,0.3,0.2
28,Mississippi,MS,28049,Hinds County,28049,"Hinds County, Mississippi",869.8448757,226541,0,106047,77,89585,891,73161,3578,8350,840,28896,1660,16339,1316,28032,1975,34512,82,53524,29,32760,1561,10275,815,905,237,172963,127,9571,853,4041,427,2362,445,6459,595,9189,82,33.6,1.6,7.8,0.8,32.3,1.8,11.1,0.9,12.5,0.9,15.2,0.1,23.6,0.1,14.6,0.7,11.5,0.9,0.4,0.1,76.3,0.1,9,0.8,3.8,0.4,2.7,0.5,7.2,0.7,4.1,0,0.8696,0.9049,0.9714,0.5402,0.7747,4.0608,0.9437,0.1518,0.7245,0.3913,0.973,0.315,2.5556,0.5686,0.9771,0.9771,0.9771,0.8454,0.1836,0.7165,0.7461,0.7636,3.2552,0.8638,10.8487,0.9154,0,1,1,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4,253302,11822,769,164769,608,3581,0,1685,161,149,58,22,29,2479,573,278,147,13.2,0.9,72.7,0.3,1.6,0,0.7,0.1,0.1,0.1,0,0.1,1.1,0.3,0.1,0.1
28,Mississippi,MS,28051,Holmes County,28051,"Holmes County, Mississippi",756.6737536,16848,0,7569,23,5798,197,8042,548,519,165,1996,286,2038,312,2014,302,2657,0,4204,0,5337,506,814,180,8,83,14307,22,146,71,1986,229,107,70,875,183,799,28,50.3,3.4,8.8,2.6,34.4,4.8,19,2.9,12.1,1.8,15.8,0,25,0,32.1,3.1,14,3.1,0.1,0.5,84.9,0.1,1.9,0.9,26.2,3,1.8,1.2,15.1,3,4.7,0.2,0.9936,0.9386,0.986,0.896,0.7537,4.5679,0.994,0.1861,0.8521,0.9959,0.992,0.0856,3.1117,0.875,0.9879,0.9879,0.9879,0.3373,0.9112,0.4712,0.9857,0.8021,3.5075,0.945,12.175,0.992,1,1,1,0,0,3,0,0,1,1,0,2,1,1,0,1,0,1,0,2,8,14963,2146,233,13980,159,78,60,33,36,23,15,0,22,193,132,0,22,37,3.7,83,0.9,0.5,0.4,0.2,0.2,0.1,0.1,0,0.3,1.1,0.8,0,0.3
28,Mississippi,MS,28053,Humphreys County,28053,"Humphreys County, Mississippi",418.6796007,7744,0,3551,21,2991,129,4325,347,409,147,1130,218,1283,205,1189,241,1345,0,1998,0,2116,297,437,139,5,77,6197,5,55,39,417,115,73,52,364,129,93,4,56.5,4.5,13.7,4.5,37.8,7.1,25.2,4,15.5,3.1,17.4,0,25.8,0,27.7,3.9,14.6,4.6,0.1,1,80,0.1,1.5,1.1,11.7,3.2,2.4,1.7,12.2,4.3,1.2,0.1,0.9984,0.9914,0.9965,0.9752,0.8791,4.8406,0.9997,0.3096,0.903,0.9835,0.9949,0.0856,3.2766,0.9297,0.9815,0.9815,0.9815,0.2695,0.5657,0.6624,0.9666,0.2119,2.6761,0.5927,11.7748,0.9787,1,1,1,1,0,4,0,1,1,1,0,3,1,1,0,0,0,1,0,1,9,7832,893,160,6084,67,24,31,13,22,7,10,17,27,52,54,0,20,29.9,5.1,78.6,0.9,0.3,0.4,0.2,0.3,0.1,0.1,0.2,0.4,0.7,0.7,0,0.6
28,Mississippi,MS,28055,Issaquena County,28055,"Issaquena County, Mississippi",412.9802039,1206,229,449,67,392,71,286,84,25,28,108,53,373,178,109,69,253,81,126,42,322,140,4,15,0,56,874,243,13,19,79,43,19,31,68,35,358,37,33.5,4.2,12.1,12.9,27.6,12.6,35.7,11.8,12.8,6.2,21,5.9,10.4,3.2,37.7,9.4,1,3.8,0,4.7,72.5,14.7,2.9,4.2,17.6,8.8,4.8,7.9,17.3,8.8,29.7,6.4,0.868,0.9838,0.8702,0.9968,0.7878,4.5066,0.9879,0.6624,0.0016,0.9994,0.0099,0,1.6733,0.0767,0.9682,0.9682,0.9682,0.4804,0.7483,0.9176,0.9901,0.9959,4.1323,0.9994,11.2804,0.9539,0,1,0,1,0,2,0,0,1,0,0,1,1,1,0,0,1,1,1,3,7,1063,251,69,849,222,12,27,0,14,0,14,0,14,13,16,0,14,64,9.9,70.4,8.3,1,2.4,0,3.7,0,3.7,0,3.7,1.1,1.3,0,3.7
28,Mississippi,MS,28057,Itawamba County,28057,"Itawamba County, Mississippi",532.7948912,23888,0,10462,34,8976,325,4866,750,313,145,1284,266,2360,286,2481,435,4172,91,5053,61,3510,397,439,156,55,103,2677,80,231,113,2082,406,65,52,343,155,1160,57,21.8,3.3,2.8,1.3,14.3,2.9,14.8,1.8,10.5,1.8,17.5,0.4,21.2,0.3,14.9,1.7,4.9,1.7,0.2,0.5,11.2,0.3,2.2,1.1,19.9,3.9,0.8,0.6,3.8,1.7,4.9,0.2,0.4368,0.1457,0.0547,0.7512,0.6538,2.0422,0.3446,0.3159,0.391,0.4187,0.3843,0.1661,1.676,0.0773,0.328,0.328,0.328,0.3853,0.8046,0.1193,0.2208,0.8148,2.3448,0.4251,6.391,0.2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19175,1938,337,1439,204,430,0,49,61,89,79,6,12,610,195,54,79,21.6,3.8,6,0.9,1.8,0,0.2,0.3,0.4,0.3,0,0.1,2.6,0.8,0.2,0.3
28,Mississippi,MS,28059,Jackson County,28059,"Jackson County, Mississippi",722.8251052,143721,0,62473,103,55373,715,36027,2471,5401,807,13902,1062,11130,1043,18259,1466,23696,155,33066,0,29030,1732,5154,632,1583,392,47795,265,4249,593,5866,639,1349,381,2518,516,1234,57,25.4,1.7,8.1,1.2,25.1,1.9,11.3,1.1,12.9,1,16.5,0.1,23,0,20.5,1.2,9.3,1.1,1.2,0.3,33.3,0.2,6.8,0.9,9.4,1,2.5,0.7,4.5,0.9,0.9,0,0.6052,0.9141,0.7556,0.5568,0.7913,3.623,0.8533,0.2358,0.6452,0.8355,0.923,0.6367,3.2762,0.929,0.7066,0.7066,0.7066,0.7789,0.4744,0.685,0.3369,0.1091,2.3843,0.4442,9.9901,0.8288,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,139248,7447,795,29149,694,10215,0,3243,331,253,96,29,54,4100,857,806,424,13.4,1.4,20.3,0.5,7.1,0,2.3,0.2,0.2,0.1,0,0.1,2.9,0.6,0.6,0.3
28,Mississippi,MS,28061,Jasper County,28061,"Jasper County, Mississippi",676.3102358,16320,0,8068,19,6447,287,5244,917,251,195,1097,268,1287,265,1825,440,3372,0,3701,0,3152,402,510,204,0,88,9113,22,23,19,2305,383,107,76,609,160,74,13,32.4,5.7,3.8,2.9,17,4.1,11.4,2.4,11.3,2.7,20.7,0,22.7,0,19.4,2.5,7.9,3.1,0,0.6,55.8,0.1,0.3,0.2,28.6,4.8,1.6,1.2,9.4,2.4,0.5,0.1,0.8457,0.3115,0.1489,0.5632,0.7121,2.5814,0.5227,0.636,0.5997,0.7782,0.8422,0,2.8561,0.7591,0.8969,0.8969,0.8969,0.0576,0.9329,0.3933,0.8988,0.0388,2.3214,0.4139,8.6558,0.6281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,14406,2885,380,8787,267,132,190,2,3,0,22,0,22,192,172,0,22,44.7,5.4,53.8,1.6,0.8,1.2,0,0.1,0,0.3,0,0.3,1.2,1.1,0,0.3
28,Mississippi,MS,28063,Jefferson County,28063,"Jefferson County, Mississippi",519.9328891,7207,0,3381,17,2530,190,3403,528,123,113,553,172,1189,285,761,237,1304,50,1561,57,974,259,370,92,37,98,6268,20,59,65,1153,223,51,52,147,83,468,32,50.6,7.8,5.4,5,21.9,6.6,24.1,5.7,11.3,3.5,18.1,0.7,21.7,0.8,14.5,3.8,14.7,3.5,0.5,1.4,87,0.3,1.7,1.9,34.1,6.6,2,2,5.8,3.4,6.5,0.4,0.9949,0.6386,0.5288,0.9685,0.7121,3.8429,0.9084,0.3684,0.4534,0.3843,0.9952,0.377,2.5783,0.5822,0.9901,0.9901,0.9901,0.3029,0.9695,0.5415,0.5689,0.8699,3.2527,0.8619,10.664,0.8991,1,0,0,1,0,2,0,0,0,1,0,1,1,1,0,1,0,0,0,1,5,6082,330,161,5561,444,610,447,33,49,17,27,0,20,47,65,0,20,13,6.2,77.2,6.2,8.5,6.2,0.5,0.7,0.2,0.4,0,0.6,0.7,0.9,0,0.6
28,Mississippi,MS,28065,Jefferson Davis County,28065,"Jefferson Davis County, Mississippi",408.4462158,11291,0,5659,24,4453,219,4208,637,454,178,1244,265,1171,234,1421,310,2622,0,2242,0,2380,295,303,108,7,86,7056,15,17,29,1355,290,98,49,313,123,134,15,37.7,5.7,9.2,3.6,27.9,5.8,14.5,2.9,12.7,2.8,23.2,0,19.9,0,21.3,2.6,6.8,2.4,0.1,100,62.5,0.1,0.3,0.5,23.9,5.1,2.2,1.1,7,2.7,1.2,0.1,0.936,0.9488,0.8797,0.7381,0.7827,4.2853,0.9749,0.8034,0.2507,0.8699,0.7238,0.0856,2.7334,0.6831,0.9332,0.9332,0.9332,0.0576,0.8778,0.6083,0.7203,0.2119,2.4759,0.4903,10.4278,0.8743,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,8889,1307,245,6889,101,22,31,11,19,0,22,0,22,134,92,0,22,29.4,5.1,61,0.9,0.2,0.3,0.1,0.2,0,0.4,0,0.4,1.2,0.8,0,0.4
28,Mississippi,MS,28067,Jones County,28067,"Jones County, Mississippi",694.8442249,67152,0,28620,35,24323,521,21141,1986,1070,324,5130,636,6122,710,7323,918,11696,119,16642,34,10835,972,2045,400,740,262,24030,99,569,229,5844,638,385,152,1469,295,1811,46,32.3,3,3.7,1.1,21.1,2.6,13.9,1.6,11,1.4,17.4,0.2,24.8,0.1,16.3,1.5,8.4,1.6,1.2,0.4,35.8,0.1,2,0.8,20.4,2.2,1.5,0.6,6,1.2,2.7,0.1,0.8431,0.2924,0.4607,0.7054,0.6885,2.9901,0.6666,0.3096,0.8406,0.5479,0.8826,0.6367,3.2174,0.916,0.7321,0.7321,0.7321,0.3509,0.8183,0.3608,0.5959,0.6195,2.7454,0.6319,9.685,0.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71961,7788,775,19433,336,3169,0,213,88,253,106,0,33,924,388,38,75,32,3.2,28.9,0.5,4.7,0,0.3,0.1,0.4,0.2,0,0.1,1.4,0.6,0.1,0.1
28,Mississippi,MS,28069,Kemper County,28069,"Kemper County, Mississippi",766.182025,8980,0,3958,29,3143,213,2673,545,538,250,698,224,1186,234,1260,306,1853,15,1635,15,1835,351,358,170,19,76,5984,20,61,75,797,208,135,80,154,69,952,42,33.1,6.7,14.1,6.4,22.2,7,20,3.7,14.8,3.6,20.6,0.2,18.2,0.2,21.6,4.1,11.4,5.4,0.2,0.9,66.6,0.2,1.6,1.9,20.1,5.2,4.3,2.5,4.9,2.2,10.6,0.5,0.8587,0.9927,0.5504,0.9198,0.8606,4.1822,0.9615,0.6255,0.1279,0.8823,0.9714,0.1661,2.7732,0.7054,0.9472,0.9472,0.9472,0.2867,0.8097,0.8921,0.412,0.9421,3.3426,0.8998,11.2452,0.95,0,1,0,1,0,2,0,0,0,1,0,1,1,1,0,0,0,0,1,1,5,8101,932,232,5552,49,68,48,3,6,341,26,0,20,20,27,0,20,29.7,7,61.8,0.5,0.8,0.5,0,0.1,3.8,0.3,0,0.5,0.2,0.3,0,0.5
28,Mississippi,MS,28071,Lafayette County,28071,"Lafayette County, Mississippi",631.6970459,56172,0,28147,65,18702,716,16001,1639,732,261,5122,669,2656,478,5057,765,7363,58,10106,31,5293,591,911,293,203,160,16885,229,3415,531,2818,422,273,181,1099,298,5301,127,31.5,3.2,2.8,1,27.4,3.4,8.2,1.5,9.1,1.4,13.1,0.1,18,0.1,9.5,1.1,4.9,1.6,0.4,0.3,30.1,0.4,12.2,1.9,10,1.5,1.4,1,5.9,1.5,9.4,0.2,0.8253,0.1457,0.8629,0.314,0.5565,2.7044,0.5686,0.0636,0.1129,0.0414,0.3843,0.315,0.9172,0.0057,0.6656,0.6656,0.6656,0.9077,0.4979,0.3198,0.5829,0.9287,3.237,0.8578,7.5242,0.4391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,65636,2058,324,13096,253,1469,0,1276,137,48,49,0,33,913,343,83,140,11,1.7,23.3,0.4,2.6,0,2.3,0.2,0.1,0.1,0,0.1,1.6,0.6,0.1,0.2
28,Mississippi,MS,28073,Lamar County,28073,"Lamar County, Mississippi",496.5695645,64425,0,27319,31,24896,377,15421,1500,1857,423,5631,712,3815,557,8099,1002,9294,70,15736,0,9233,847,2042,437,397,196,17809,100,2768,549,2810,464,441,181,1115,388,344,17,24.1,2.3,5.8,1.3,22.6,2.8,8.8,1.3,12.7,1.6,14.4,0.1,24.4,0,14.5,1.3,8.2,1.8,0.7,0.3,27.6,0.2,10.1,2,10.3,1.7,1.8,0.7,4.5,1.5,0.5,0,0.5527,0.7082,0.5819,0.3633,0.7827,2.9888,0.6662,0.1145,0.812,0.3843,0.8686,0.4776,2.657,0.637,0.6373,0.6373,0.6373,0.8686,0.5107,0.4712,0.3369,0.0388,2.2262,0.3627,8.5093,0.6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55099,2834,557,13481,300,1991,0,781,143,83,69,0,33,1386,327,87,96,11.4,2.2,20.9,0.5,3.1,0,1.2,0.2,0.1,0.1,0,0.1,2.2,0.5,0.1,0.1
28,Mississippi,MS,28075,Lauderdale County,28075,"Lauderdale County, Mississippi",703.6740796,72741,0,33586,58,28349,534,25117,1942,1685,311,8621,760,7816,780,6890,800,12992,60,17065,58,12442,916,3043,408,182,191,35415,172,1989,474,5189,626,518,174,2766,470,3088,73,36.1,2.8,5.5,1,30.4,2.6,15.8,1.6,9.9,1.2,17.9,0.1,23.5,0.1,17.9,1.3,10.8,1.4,0.3,0.3,48.7,0.2,5.9,1.4,15.4,1.9,1.9,0.6,9.8,1.6,4.2,0.1,0.917,0.6583,0.9462,0.7922,0.6125,3.9262,0.9249,0.3522,0.7117,0.6815,0.9631,0.2475,2.956,0.8097,0.8638,0.8638,0.8638,0.7356,0.6828,0.5087,0.9144,0.769,3.6105,0.9612,11.3565,0.959,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,4,79311,5265,491,31564,328,1635,0,540,92,75,64,11,20,1330,363,260,142,18.6,1.7,43.4,0.5,2.2,0,0.7,0.1,0.1,0.1,0,0.1,1.8,0.5,0.4,0.2
28,Mississippi,MS,28077,Lawrence County,28077,"Lawrence County, Mississippi",430.6018018,11933,0,5770,34,4473,220,4648,556,554,233,933,212,1382,259,1653,323,2239,23,3007,22,3256,450,315,109,58,96,4285,22,18,29,1587,232,86,62,239,126,15,1,39,4.7,12,5,20.9,4.6,17.1,3.2,13.9,2.7,18.8,0.2,25.2,0.2,27.3,3.8,7.1,2.4,0.5,0.9,35.9,0.2,0.3,0.5,27.5,4,1.9,1.4,5.3,2.8,0.1,0,0.9494,0.9831,0.4413,0.8333,0.8326,4.0397,0.9405,0.447,0.8645,0.9815,0.7601,0.377,3.4301,0.9596,0.735,0.735,0.735,0.0576,0.9236,0.5087,0.4868,0.0156,1.9923,0.2479,10.1971,0.8505,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,9593,1819,244,3755,129,281,0,25,33,40,13,0,22,179,117,5,9,40.7,5,31.5,1.1,2.4,0,0.2,0.3,0.3,0.1,0,0.4,1.5,1,0,0.1
28,Mississippi,MS,28079,Leake County,28079,"Leake County, Mississippi",582.8971052,21335,0,9044,22,7369,265,7158,794,513,186,1395,273,2701,441,3314,462,3737,61,4890,0,4845,440,590,167,384,263,11162,24,86,66,2249,289,231,94,657,162,467,26,34.6,3.8,6,2.1,18.9,3.6,18.7,3,15.9,2.2,17.5,0.3,22.9,0,23.3,2.1,8.1,2.2,1.9,1.3,52.3,0.1,0.9,0.7,24.9,3.2,3.1,1.3,8.9,2.2,2.2,0.1,0.8902,0.7385,0.2689,0.8877,0.8886,3.6739,0.8692,0.3159,0.6312,0.929,0.8597,0.7668,3.5026,0.9695,0.882,0.882,0.882,0.1594,0.8931,0.783,0.8746,0.5393,3.2494,0.8606,11.3079,0.9574,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,18086,2140,322,8482,176,1098,0,80,90,1210,65,0,26,292,181,0,26,29,4.2,39.8,0.8,5.1,0,0.4,0.4,5.7,0.3,0,0.2,1.4,0.8,0,0.2
28,Mississippi,MS,28081,Lee County,28081,"Lee County, Mississippi",449.9649202,83343,0,37310,72,32001,602,17918,1423,2269,472,7150,709,7052,778,9192,974,12634,85,20777,8,11457,730,2696,474,735,330,30286,205,2988,494,3739,342,1195,286,1562,317,1106,31,21.8,1.7,5.6,1.2,22.3,2.2,12.7,1.4,11.2,1.2,15.2,0.1,24.9,0.1,14,0.9,8.4,1.5,0.9,0.4,36.3,0.2,8,1.3,10,0.9,3.8,0.9,4.9,1,1.3,0,0.4368,0.6777,0.5574,0.6414,0.7041,3.0174,0.6758,0.1518,0.8454,0.3347,0.8826,0.5536,2.7681,0.7016,0.7391,0.7391,0.7391,0.8215,0.4979,0.8587,0.412,0.252,2.8421,0.6815,9.3667,0.7455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104996,6039,565,24770,434,2491,0,858,128,106,72,166,174,1460,322,435,338,18.9,1.7,29.7,0.5,3,0,1,0.2,0.1,0.1,0.2,0.2,1.8,0.4,0.5,0.4
