ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
13,Georgia,GA,13029,Bryan County,13029,"Bryan County, Georgia",437.5633097,44995,0,16753,25,15255,386,5279,903,1181,267,3043,486,2151,416,3691,696,4732,97,13160,27,5438,592,1264,316,636,294,13351,259,438,216,2034,308,250,178,451,175,131,6,11.8,2,5.5,1.2,19.9,3.1,7.6,1.5,8.6,1.6,10.5,0.2,29.2,0.1,12.6,1.4,8.3,2.1,1.5,0.7,29.7,0.6,2.6,1.3,12.1,1.8,1.6,1.2,3,1.1,0.3,0,0.049,0.6583,0.3532,0.2593,0.5138,1.8336,0.28,0.0143,0.9679,0.2179,0.8762,0.7035,2.7798,0.7101,0.6618,0.6618,0.6618,0.4423,0.5797,0.3933,0.1187,0.0229,1.5569,0.1104,6.8321,0.3115,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,35004,1658,377,6055,479,3669,0,768,184,33,39,25,39,2585,542,216,172,10.9,2.4,13.5,1.1,8.2,0,1.7,0.4,0.1,0.1,0.1,0.1,5.7,1.2,0.5,0.4
13,Georgia,GA,13031,Bulloch County,13031,"Bulloch County, Georgia",675.9623684,79829,0,33086,100,29634,494,23458,1972,3287,588,8398,841,5087,558,9400,1038,9408,162,15917,24,11459,997,2584,396,510,278,29851,165,3094,454,5235,626,424,172,1610,363,6694,246,32.2,2.7,8.3,1.5,28.3,2.8,11.3,1.2,11.9,1.3,11.8,0.2,19.9,0.1,14.5,1.3,8.8,1.3,0.7,0.4,37.4,0.2,9.4,1.4,15.8,1.9,1.4,0.6,5.4,1.2,8.4,0.3,0.8406,0.9214,0.8937,0.5568,0.7432,3.9557,0.9297,0.0302,0.2507,0.3843,0.9042,0.4776,2.047,0.2326,0.7521,0.7521,0.7521,0.8514,0.6977,0.3198,0.503,0.9109,3.2828,0.8781,10.0376,0.8374,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3,84055,4724,638,22001,451,3550,0,1196,102,79,49,263,354,2568,437,194,114,15.9,2.1,27.6,0.6,4.4,0,1.5,0.1,0.1,0.1,0.3,0.4,3.2,0.5,0.2,0.1
13,Georgia,GA,13033,Burke County,13033,"Burke County, Georgia",827.0395288,24337,0,11106,32,8913,506,7289,1060,580,193,2109,371,2389,361,2509,454,3967,76,6091,26,3578,478,668,202,64,120,12710,65,105,74,3740,442,123,65,912,285,232,5,30.4,4.4,5.2,1.7,23.7,3.9,15.3,2.3,10.4,1.9,16.3,0.3,25,0.1,14.8,2,7.5,2.2,0.3,0.5,52.2,0.3,1,0.7,33.7,4,1.3,0.7,10.2,3.2,1,0,0.7957,0.5921,0.6723,0.7728,0.6462,3.4791,0.8148,0.2189,0.8521,0.4082,0.805,0.2475,2.5317,0.552,0.881,0.881,0.881,0.1785,0.9669,0.2765,0.9252,0.1403,2.4874,0.4967,9.3792,0.7483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,29067,1510,323,11033,190,863,0,122,60,0,27,0,27,654,202,38,65,16.9,3.4,45.3,0.8,3.5,0,0.5,0.2,0,0.2,0,0.2,2.7,0.8,0.2,0.3
13,Georgia,GA,13035,Butts County,13035,"Butts County, Georgia",183.6898771,25522,0,9509,65,8483,291,5529,806,431,216,1684,363,2912,425,2580,573,4072,161,5239,154,3367,548,807,193,164,160,8865,161,113,87,904,217,202,124,301,142,2515,73,24.1,3.5,4,2,19.9,4.2,16.3,2.3,11.2,2.5,16,0.6,20.5,0.6,14.6,2.4,9.5,2.3,0.7,0.7,34.7,0.6,1.2,0.9,9.5,2.3,2.3,1.5,3.5,1.7,9.9,0.3,0.5527,0.3509,0.3532,0.8097,0.7041,2.7706,0.5896,0.1998,0.3102,0.3913,0.9294,0.4776,2.3083,0.392,0.72,0.72,0.72,0.2141,0.4792,0.636,0.1833,0.9345,2.4471,0.4766,8.246,0.5565,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,21457,1569,343,7067,265,939,0,21,28,21,125,0,27,709,270,108,158,18.5,4,27.7,1,3.7,0,0.1,0.1,0.1,0.5,0,0.2,2.8,1.1,0.4,0.6
13,Georgia,GA,13037,Calhoun County,13037,"Calhoun County, Georgia",280.3839913,5594,0,2044,18,1497,135,1548,275,206,82,377,85,1003,166,611,133,891,20,940,42,658,120,218,82,118,80,3812,20,10,23,532,118,33,31,115,54,1696,25,39.7,7,11.4,4.3,25.2,5.2,23.8,3.8,15.7,3.4,15.9,0.8,16.8,0.8,16.9,3.1,14.5,5.3,2.2,1.5,68.1,0.4,0.5,1.1,26,5.8,2.2,2.1,7.7,3.7,30.3,0.4,0.9545,0.9812,0.7639,0.965,0.8851,4.5497,0.9924,0.1925,0.062,0.6052,0.9943,0.7973,2.6513,0.6344,0.9526,0.9526,0.9526,0.0923,0.9077,0.6083,0.7948,0.9962,3.3993,0.917,11.5529,0.9688,1,1,0,1,0,3,0,0,0,1,0,1,1,1,0,1,0,0,1,2,7,3896,380,73,3465,22,314,0,0,20,0,20,0,20,33,22,0,20,25.4,4.5,61.9,0.4,5.6,0,0,0.8,0,0.8,0,0.8,0.6,0.4,0,0.8
13,Georgia,GA,13039,Camden County,13039,"Camden County, Georgia",630.271989,55105,0,22774,52,20345,408,13199,1092,1085,295,5582,628,2649,416,4683,624,7833,93,13245,0,8023,796,2104,354,183,184,17155,118,1051,315,2651,474,267,123,1199,296,1782,88,25,2.1,4.7,1.3,27.4,3,7.5,1.2,9.2,1.2,14.2,0.2,24,0,15.7,1.5,10.3,1.7,0.4,0.4,31.1,0.2,4.6,1.4,11.6,2.1,1.3,0.6,5.9,1.4,3.2,0.2,0.5889,0.4954,0.8629,0.2488,0.566,2.762,0.587,0.105,0.7763,0.4989,0.9529,0.315,2.6481,0.6316,0.6793,0.6793,0.6793,0.6535,0.5632,0.2765,0.5829,0.6901,2.7662,0.6433,8.8556,0.6618,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,49151,2081,422,9434,512,4117,0,910,156,37,46,53,52,2501,494,103,97,10.2,2,17.1,0.9,7.5,0,1.7,0.3,0.1,0.1,0.1,0.1,4.5,0.9,0.2,0.2
13,Georgia,GA,13043,Candler County,13043,"Candler County, Georgia",243.0592558,10946,0,4640,22,4103,169,3852,579,181,102,860,221,1646,260,2172,430,2020,56,2678,229,1946,272,216,95,309,184,4332,55,13,31,1586,237,231,128,245,134,298,3,36.2,5.4,3.9,2.1,21,5.3,22.5,3.5,20.4,4,18.5,0.5,24.5,2.1,18.3,2.5,5.3,2.3,3,1.8,39.6,0.5,0.3,0.7,34.2,5.1,5.6,3.1,6,3.2,2.7,0,0.9182,0.3296,0.4528,0.9545,0.9634,3.6185,0.8508,0.4155,0.8174,0.7114,0.4693,0.8571,3.2707,0.9281,0.7798,0.7798,0.7798,0.0576,0.9701,0.9437,0.5959,0.6195,3.1868,0.8381,10.8558,0.916,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,9411,876,191,2429,247,1338,0,92,93,36,62,0,23,411,229,26,40,21.4,4.5,22.2,2.3,12.2,0,0.8,0.8,0.3,0.6,0,0.4,3.8,2.1,0.2,0.4
13,Georgia,GA,13045,Carroll County,13045,"Carroll County, Georgia",499.1344705,120060,0,46510,52,42996,597,29973,2770,3528,579,11241,1023,11832,1049,14553,1429,16720,242,28371,0,18132,1234,3975,576,2320,671,38083,868,2318,416,5081,663,884,290,1844,301,3191,65,25.8,2.4,5.9,1,26.1,2.4,15.5,1.4,12.2,1.2,13.9,0.2,23.6,0,15.2,1,9.3,1.3,2.1,0.6,31.7,0.7,5,0.9,10.9,1.4,2.1,0.7,4.3,0.7,2.7,0.1,0.6281,0.7251,0.8126,0.7795,0.7585,3.7038,0.8794,0.092,0.7245,0.4489,0.923,0.7865,2.9749,0.8171,0.6885,0.6885,0.6885,0.6841,0.5326,0.5759,0.3061,0.6195,2.7182,0.6176,10.0854,0.8428,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,113882,5222,526,23905,341,8950,0,1037,189,160,85,0,34,2232,466,1799,849,12.1,1.2,19.9,0.3,7.5,0,0.9,0.2,0.1,0.1,0,0.1,1.9,0.4,1.5,0.7
13,Georgia,GA,13047,Catoosa County,13047,"Catoosa County, Georgia",162.1624249,68052,0,28027,60,25775,371,11993,1447,1258,339,5154,709,5009,742,7328,1009,12322,133,15279,47,11654,948,1406,296,451,241,7496,399,808,216,2811,428,513,292,1087,392,531,12,17.8,2.1,3.7,1,20,2.7,10.5,1.6,10.8,1.5,18.1,0.2,22.5,0.1,17.3,1.4,5.5,1.1,0.7,0.4,11,0.6,2.9,0.8,10,1.5,1.9,1.1,4.2,1.5,0.8,0,0.2396,0.2924,0.3624,0.5002,0.6742,2.0688,0.3519,0.3684,0.5721,0.6341,0.5103,0.4776,2.5625,0.5733,0.3217,0.3217,0.3217,0.4804,0.4979,0.5087,0.2879,0.0875,1.8624,0.1979,6.8154,0.3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50154,2995,374,1469,292,2308,0,1042,120,45,26,35,48,2217,480,380,245,11.6,1.4,2.2,0.4,3.4,0,1.5,0.2,0.1,0.1,0.1,0.1,3.3,0.7,0.6,0.4
13,Georgia,GA,13049,Charlton County,13049,"Charlton County, Georgia",780.0865225,12547,0,4673,36,4043,199,4293,689,452,238,1200,350,1432,304,2104,337,2061,65,2295,86,2179,389,162,83,199,143,4962,23,21,22,1619,232,118,88,227,95,835,87,36.9,5.9,8.3,4.3,29.7,8.5,15.9,3.3,18,2.9,16.4,0.5,18.3,0.7,18.6,3.3,4,2,1.7,1.2,39.5,0.2,0.5,0.5,34.6,5,2.9,2.2,5.6,2.3,6.7,0.7,0.9281,0.9214,0.9322,0.798,0.9322,4.5119,0.9889,0.2272,0.1343,0.7327,0.2065,0.7369,2.0376,0.2262,0.776,0.776,0.776,0.0923,0.9723,0.7537,0.5358,0.8753,3.2294,0.8559,10.5549,0.8855,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,9463,946,230,3587,138,754,0,99,32,68,48,0,23,454,145,0,23,23.4,5.5,28.6,1.1,6,0,0.8,0.3,0.5,0.4,0,0.4,3.6,1.2,0,0.4
